title,year,budget,gross,country,imdb_score,facebook_likes
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,155000000,104383624,USA,6.3,11000
The Warrior's Way,2010,45000000,5664251,New Zealand,6.3,0
High Heels and Low Lifes,2001,10000000,226792,UK,6.2,117
Certifiably Jonathan,2007,1200000,7826,USA,6.2,87
Predator 2,1990,35000000,30669413,USA,6.2,0
Bee Movie,2007,150000000,126597121,USA,6.2,0
The Campaign,2012,95000000,86897182,USA,6.2,18000
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,28000000,66950483,USA,6.2,12000
Mirrors,2008,35000000,30691439,USA,6.2,5000
Running with Scissors,2006,12000000,6754898,USA,6.2,0
Ong-bak 2,2008,300000000,102055,Thailand,6.2,0
Idle Hands,1999,20000000,4002955,USA,6.2,0
Heartbreakers,2001,35000000,40334024,USA,6.2,989
Rock Star,2001,57000000,16991902,USA,6.2,0
Hackers,1995,20000000,7564000,USA,6.2,12000
Finishing the Game: The Search for a New Bruce Lee,2007,500000,52850,USA,6.2,155
The Game of Their Lives,2005,20000000,375474,USA,6.2,445
Desert Blue,1998,2000000,99147,USA,6.2,69
Casino Jack,2010,15000000,1039869,Canada,6.2,0
Airborne,1993,2600000,2850263,USA,6.2,0
Willard,2003,22000000,6852144,Canada,6.2,0
Vanity Fair,2004,23000000,16123851,USA,6.2,767
City Hall,1996,40000000,20300000,USA,6.2,309
Alfie,2004,60000000,13395939,UK,6.2,0
Proof of Life,2000,65000000,32598931,USA,6.2,892
RoboCop,2014,100000000,58607007,USA,6.2,60000
How High,2001,12000000,31155435,USA,6.2,0
Never Say Never Again,1983,36000000,55500000,UK,6.2,0
The Five-Year Engagement,2012,30000000,28644770,USA,6.2,11000
Darling Lili,1970,25000000,5000000,USA,6.2,104
Sky High,2005,35000000,63939454,USA,6.2,0
Breaking Upwards,2009,15000,76382,USA,6.2,324
Night at the Museum: Secret of the Tomb,2014,127000000,113733726,USA,6.2,11000
Mrs. Winterbourne,1996,25000000,10070000,USA,6.2,491
Untraceable,2008,35000000,28687835,USA,6.2,0
Austin Powers in Goldmember,2002,63000000,213079163,USA,6.2,0
Flightplan,2005,55000000,89706988,USA,6.2,0
Gerry,2002,3500000,236266,USA,6.2,0
Resident Evil: Apocalypse,2004,45000000,50740078,Germany,6.2,0
Cecil B. DeMented,2000,10000000,1276984,France,6.2,795
The Visit,2015,5000000,65069140,USA,6.2,27000
Porky's,1981,4000000,105500000,Canada,6.2,0
O,2001,5000000,16017403,USA,6.2,0
The Ladykillers,2004,35000000,39692139,USA,6.2,0
Hannibal Rising,2007,50000000,27667947,UK,6.2,3000
This Is 40,2012,35000000,67523385,USA,6.2,18000
Redacted,2007,5000000,65087,USA,6.2,559
RoboCop,2014,100000000,58607007,USA,6.2,60000
Split Second,1992,7000000,5430822,UK,6.2,0
Impostor,2001,40000000,6114237,USA,6.2,892
The Game Plan,2007,22000000,90636983,USA,6.2,0
Walking Tall,2004,56000000,45860039,USA,6.2,0
April Fool's Day,1986,5000000,12947763,USA,6.2,0
Miss Congeniality,2000,45000000,106807667,USA,6.2,0
Chéri,2009,23000000,2708188,UK,6.2,0
"Cinco de Mayo, La Batalla",2013,10000000,169379,Mexico,6.2,874
The Magic Sword: Quest for Camelot,1998,40000000,22717758,USA,6.2,0
City by the Sea,2002,60000000,22433915,USA,6.2,416
Knowing,2009,50000000,79948113,USA,6.2,0
3 Days to Kill,2014,28000000,30688364,USA,6.2,10000
The Hebrew Hammer,2003,1000000,19539,USA,6.2,3000
Poultrygeist: Night of the Chicken Dead,2006,500000,23000,USA,6.2,0
The Rocker,2008,15000000,6409206,USA,6.2,0
Stigmata,1999,29000000,50041732,USA,6.2,0
Last Action Hero,1993,70000000,50016394,USA,6.2,0
The Perez Family,1995,11000000,2832826,USA,6.2,174
No Strings Attached,2011,25000000,70625986,USA,6.2,24000
Warlock,1989,7000000,9094451,USA,6.2,0
Case 39,2009,27000000,13248477,USA,6.2,0
300: Rise of an Empire,2014,110000000,106369117,USA,6.2,71000
Diary of a Wimpy Kid,2010,15000000,64001297,USA,6.2,0
Mama,2013,20000000,71588220,Canada,6.2,57000
Step Up 3D,2010,30000000,42385520,USA,6.2,16000
Wolf,1994,70000000,65012000,USA,6.2,0
Bill & Ted's Bogus Journey,1991,20000000,38037513,USA,6.2,0
The Missing Person,2009,1500000,17580,USA,6.2,195
All the King's Men,2006,55000000,7221458,Germany,6.2,0
Krampus,2015,15000000,42592530,USA,6.2,27000
Man of the Year,2006,20000000,37442180,USA,6.2,0
Step Up 2: The Streets,2008,23000000,58006147,USA,6.2,0
Extract,2009,8000000,10814185,USA,6.2,0
Come Early Morning,2006,6000000,117560,USA,6.2,224
Takers,2010,20000000,57744720,USA,6.2,0
O,2001,5000000,16017403,USA,6.2,0
Beyond the Valley of the Dolls,1970,900000,9000000,USA,6.2,0
The First Wives Club,1996,26000000,105444419,USA,6.2,0
The Princess Diaries,2001,37000000,108244774,USA,6.2,0
Mad Max Beyond Thunderdome,1985,12305523,36200000,Australia,6.2,0
The Adventures of Huck Finn,1993,6500000,24103594,USA,6.2,391
The Statement,2003,23000000,763044,Canada,6.2,188
Beautiful Creatures,2013,60000000,19445217,USA,6.2,14000
Crank: High Voltage,2009,20000000,13630226,USA,6.2,0
Saw III,2006,10000000,80150343,USA,6.2,0
I Want Someone to Eat Cheese With,2006,1500000,194568,USA,6.2,0
Good,2008,15000000,23091,UK,6.2,921
Lucky Break,2001,6000000,54606,UK,6.2,30
Winter's Tale,2014,60000000,22451,USA,6.2,17000
Fiza,2000,1000000,610991,India,6.2,92
The Saint,1997,68000000,61355436,USA,6.2,0
A Night at the Roxbury,1998,17000000,30324946,USA,6.2,0
Muppets from Space,1999,24000000,16290976,USA,6.2,619
The Big Year,2011,41000000,7204138,USA,6.2,11000
Princess Kaiulani,2009,9000000,883887,USA,6.2,0
Gracie,2007,9000000,2955039,USA,6.2,313
Ride Along,2014,25000000,134141530,USA,6.2,0
The Other End of the Line,2008,14000000,115504,UK,6.2,0
Deliver Us from Evil,2014,30000000,30523568,USA,6.2,18000
Kung Pow: Enter the Fist,2002,10000000,16033556,USA,6.2,0
Flicka,2006,15000000,20998709,USA,6.2,1000
Spider-Man 3,2007,258000000,336530303,USA,6.2,0
Bride & Prejudice,2004,7000000,6601079,UK,6.2,0
Spider-Man 3,2007,258000000,336530303,USA,6.2,0
Adore,2013,16000000,317125,Australia,6.2,0
Land of the Dead,2005,15000000,20433940,Canada,6.2,0
Final Destination 2,2003,26000000,46455802,USA,6.2,0
Rush Hour 3,2007,140000000,140080850,USA,6.2,0
Killing Them Softly,2012,15000000,14938570,USA,6.2,20000
Duplicity,2009,60000000,40559930,USA,6.2,0
Reign of Fire,2002,60000000,43060566,USA,6.2,0
Idlewild,2006,15000000,12549485,USA,6.2,489
Broken City,2013,35000000,19692608,USA,6.2,0
Tower Heist,2011,75000000,78009155,USA,6.2,0
Scream 4,2011,40000000,38176892,USA,6.2,26000
Open Season,2006,85000000,84303558,USA,6.2,863
Parker,2013,35000000,17609982,USA,6.2,17000
Dark Shadows,2012,100000000,79711678,USA,6.2,82000
The Fifth Estate,2013,28000000,3254172,USA,6.2,11000
One Man's Hero,1999,11350000,229311,Spain,6.2,271
Shanghai Knights,2003,50000000,60470220,USA,6.2,955
Legally Blonde,2001,18000000,95001351,USA,6.2,0
Indiana Jones and the Kingdom of the Crystal Skull,2008,185000000,317011114,USA,6.2,5000
Orgazmo,1997,1000000,582024,USA,6.2,0
Osmosis Jones,2001,70000000,13596911,USA,6.2,2000
Mad City,1997,50000000,10556196,USA,6.2,697
Jersey Girl,2004,35000000,25266129,USA,6.2,0
Splash,1984,8000000,69800000,USA,6.2,0
The Men Who Stare at Goats,2009,25000000,32416109,USA,6.2,15000
Jack Ryan: Shadow Recruit,2014,60000000,50549107,USA,6.2,17000
Fever Pitch,2005,30000000,42071069,USA,6.2,0
Mystic Pizza,1988,6000000,12793213,USA,6.2,0
The Craft,1996,15000000,24881000,USA,6.2,6000
Lions for Lambs,2007,35000000,14998070,USA,6.2,0
Entrapment,1999,66000000,87704396,USA,6.2,0
Scream 2,1997,24000000,101334374,USA,6.1,0
Sweet Home Alabama,2002,38000000,127214072,USA,6.1,0
Insidious: Chapter 3,2015,10000000,52200504,Canada,6.1,29000
Snow Flower and the Secret Fan,2011,6000000,1346503,China,6.1,0
Waterworld,1995,175000000,88246220,USA,6.1,0
The Killer Inside Me,2010,13000000,214966,USA,6.1,0
Wrong Turn,2003,12600000,15417771,USA,6.1,0
Eraser,1996,100000000,101228120,USA,6.1,0
Freaky Friday,2003,26000000,110222438,USA,6.1,0
Down and Out with the Dolls,2001,1200000,58936,USA,6.1,27
Lockout,2012,20000000,14291570,France,6.1,10000
Mission: Impossible II,2000,125000000,215397307,USA,6.1,0
Undisputed,2002,20000000,12398628,USA,6.1,977
Starsky & Hutch,2004,60000000,88200225,USA,6.1,0
Jeepers Creepers,2001,10000000,37470017,Germany,6.1,0
The Mexican,2001,34000000,66808615,USA,6.1,2000
Small Soldiers,1998,40000000,53955614,USA,6.1,0
Deep Impact,1998,75000000,140459099,USA,6.1,0
Renaissance Man,1994,40000000,24332324,USA,6.1,680
Planet 51,2009,70000000,42194060,Spain,6.1,0
The Expendables 3,2014,90000000,39292022,USA,6.1,56000
Tales from the Hood,1995,6000000,11797927,USA,6.1,985
Beyond the Black Rainbow,2010,1100000,56129,Canada,6.1,0
The Sentinel,2006,60000000,36279230,USA,6.1,690
Anywhere But Here,1999,23000000,18653615,USA,6.1,638
Two Weeks Notice,2002,60000000,93307796,USA,6.1,0
Up Close & Personal,1996,60000000,51045801,USA,6.1,829
The Tale of Despereaux,2008,60000000,50818750,UK,6.1,0
"As Above, So Below",2014,5000000,21197315,USA,6.1,14000
A Million Ways to Die in the West,2014,40000000,42615685,USA,6.1,24000
Practical Magic,1998,48000000,46611204,USA,6.1,0
Johnny English,2003,35000000,27972410,UK,6.1,2000
Superman Returns,2006,209000000,200069408,USA,6.1,0
Shall We Dance,2004,50000000,57887882,USA,6.1,0
The Slaughter Rule,2002,500000,13134,USA,6.1,183
Murder by Numbers,2002,50000000,31874869,USA,6.1,0
In Too Deep,1999,7000000,14003141,USA,6.1,375
15 Minutes,2001,42000000,24375436,USA,6.1,748
Our Brand Is Crisis,2015,28000000,6998324,USA,6.1,0
Inkheart,2008,60000000,17281832,Germany,6.1,0
Edtv,1999,55000000,22362500,USA,6.1,641
The Purge: Election Year,2016,10000000,78845130,France,6.1,0
On the Road,2012,25000000,717753,France,6.1,27000
Bedtime Stories,2008,80000000,109993847,USA,6.1,0
The Waterboy,1998,20000000,161487252,USA,6.1,0
Dragonfly,2002,60000000,30063805,USA,6.1,0
Birth,2004,20000000,5005883,USA,6.1,0
Three to Tango,1999,20000000,10544143,Australia,6.1,311
Not Easily Broken,2009,8000000,10572742,USA,6.1,738
We Are Your Friends,2015,2000000,3590010,UK,6.1,0
The Collection,2012,10000000,6842058,USA,6.1,14000
Mercury Rising,1998,60000000,32940507,USA,6.1,0
R100,2013,5500000,22770,Japan,6.1,543
Someone Like You...,2001,23000000,27338033,USA,6.1,0
Chasing Liberty,2004,23000000,12189514,USA,6.1,0
Dick Tracy,1990,100000000,103738726,USA,6.1,2000
What Happens in Vegas,2008,35000000,80276912,USA,6.1,0
The Midnight Meat Train,2008,15000000,73548,USA,6.1,0
Swing Vote,2008,21000000,16284360,USA,6.1,1000
Nanny McPhee Returns,2010,35000000,28995450,UK,6.1,0
27 Dresses,2008,30000000,76806312,USA,6.1,0
I Am Number Four,2011,60000000,55092830,USA,6.1,27000
Rugrats in Paris: The Movie,2000,30000000,76501438,Germany,6.1,181
Mercury Rising,1998,60000000,32940507,USA,6.1,0
Romeo Must Die,2000,25000000,55973336,USA,6.1,0
Flashdance,1983,4000000,94900000,USA,6.1,0
Friday the 13th Part 2,1981,1250000,19100000,USA,6.1,0
Shrek the Third,2007,160000000,320706665,USA,6.1,0
The Devil's Own,1997,86000000,42877165,USA,6.1,979
Vacation,2015,31000000,58879132,USA,6.1,28000
The Kid,2000,60000000,69688384,USA,6.1,0
The Switch,2010,19000000,27758465,USA,6.1,0
13 Going on 30,2004,37000000,56044241,USA,6.1,0
The Sorcerer's Apprentice,2010,150000000,63143812,USA,6.1,11000
Exodus: Gods and Kings,2014,140000000,65007045,UK,6.1,51000
The Replacement Killers,1998,30000000,18967571,USA,6.1,629
Magic Mike,2012,7000000,113709992,USA,6.1,54000
Murder by Numbers,2002,50000000,31874869,USA,6.1,0
Flight of the Phoenix,2004,45000000,21009180,USA,6.1,1000
Die Another Day,2002,142000000,160201106,UK,6.1,0
That Awkward Moment,2014,8000000,26049082,USA,6.1,0
Eye for an Eye,1996,20000000,53146000,USA,6.1,613
Hit and Run,2012,2000000,13746550,USA,6.1,0
She's the One,1996,3500000,9449219,USA,6.1,453
The Battle of Shaker Heights,2003,1000000,279282,USA,6.1,150
Private Benjamin,1980,10000000,69800000,USA,6.1,855
Road Hard,2015,1500000,105943,USA,6.1,212
Chasing Liberty,2004,23000000,12189514,USA,6.1,0
Snow White and the Huntsman,2012,170000000,155111815,USA,6.1,53000
The Monuments Men,2014,70000000,78031620,USA,6.1,34000
Benji,1974,500000,39552600,USA,6.1,816
Antitrust,2001,30000000,10965209,USA,6.1,0
My Big Fat Greek Wedding 2,2016,18000000,59573085,USA,6.1,19000
Two Evil Eyes,1990,9000000,349618,Italy,6.1,375
Alone with Her,2006,1000000,10018,USA,6.1,244
Blood and Wine,1996,22000000,1075288,USA,6.1,145
Anatomy,2000,8400000,5725,Germany,6.1,560
The Wedding Date,2005,15000000,31585300,USA,6.1,0
Pearl Harbor,2001,140000000,198539855,USA,6.1,0
Daddy's Home,2015,50000000,150315155,USA,6.1,13000
Sky Captain and the World of Tomorrow,2004,70000000,37760080,USA,6.1,0
The Huntsman: Winter's War,2016,115000000,47952020,USA,6.1,16000
Hansel & Gretel: Witch Hunters,2013,50000000,55682070,Germany,6.1,45000
Futuro Beach,2014,4000000,20262,Brazil,6.1,278
The Good German,2006,32000000,1304837,USA,6.1,559
Sugar Town,1999,250000,177840,UK,6.1,93
Message in a Bottle,1999,55000000,52799004,USA,6.1,0
Sucker Punch,2011,82000000,36381716,USA,6.1,42000
Money Talks,1997,25000000,41067398,USA,6.1,666
Men in Black II,2002,140000000,190418803,USA,6.1,2000
Lakeview Terrace,2008,22000000,39263506,USA,6.1,0
A Man Apart,2003,36000000,26183197,USA,6.1,0
Dragon Blade,2015,65000000,72413,China,6.1,0
Save the Last Dance,2001,13000000,91038276,USA,6.1,0
Speed Racer,2008,120000000,43929341,USA,6.1,0
Dick,1999,13000000,6241697,France,6.1,0
How to Be Single,2016,38000000,46813366,USA,6.1,15000
Larry Crowne,2011,30000000,35565975,USA,6.1,0
Immortals,2011,75000000,83503161,USA,6.1,30000
Maniac,2012,6000000,12843,France,6.1,0
The Sweeney,2012,3000000,26345,UK,6.1,0
Safe Men,1998,1000000,21210,USA,6.1,157
30 Minutes or Less,2011,28000000,37053924,Germany,6.1,0
About Last Night,2014,12500000,48637684,USA,6.1,0
The Bodyguard,1992,25000000,121945720,USA,6.1,0
Loaded Weapon 1,1993,8200000,27979400,USA,6.1,0
This Christmas,2007,13000000,49121934,USA,6.1,0
Fun with Dick and Jane,2005,100000000,110332737,USA,6.1,2000
Two Can Play That Game,2001,6000000,22235901,USA,6.1,593
The Oxford Murders,2008,10000000,3607,Spain,6.1,0
The Big Hit,1998,13000000,27052167,USA,6.1,934
Birthday Girl,2001,13000000,4919896,UK,6.1,618
Hobo with a Shotgun,2011,3000000,703002,Canada,6.1,37000
Zathura: A Space Adventure,2005,65000000,28045540,USA,6.1,0
Vampires,1998,20000000,20241395,USA,6.1,0
San Andreas,2015,110000000,155181732,USA,6.1,52000
Exodus: Gods and Kings,2014,140000000,65007045,UK,6.1,51000
Pink Flamingos,1972,10000,180483,USA,6.1,0
Next Friday,2000,9500000,57176582,USA,6.1,0
The Golden Compass,2007,180000000,70083519,USA,6.1,0
Jumper,2008,85000000,80170146,USA,6.1,0
Parental Guidance,2012,25000000,77264926,USA,6.1,0
Albino Alligator,1996,5000000,326308,USA,6.1,225
Extreme Measures,1996,38000000,17305211,USA,6.1,352
The Tailor of Panama,2001,18000000,13491653,USA,6.1,813
Deep Rising,1998,45000000,11146409,USA,6.0,0
Righteous Kill,2008,60000000,40076438,USA,6.0,0
Miracle at St. Anna,2008,45000000,7916887,USA,6.0,0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,25000000,78656813,USA,6.0,0
Pushing Tin,1999,38000000,8406264,USA,6.0,783
The SpongeBob Movie: Sponge Out of Water,2015,74000000,162495848,USA,6.0,16000
Pathology,2008,8000000,108662,USA,6.0,3000
We're No Angels,1989,20000000,10555348,USA,6.0,855
Victor Frankenstein,2015,40000000,5773519,USA,6.0,11000
The Corruptor,1999,30000000,15156200,USA,6.0,328
Doomsday,2008,30000000,10955425,UK,6.0,0
28 Days,2000,43000000,37035515,USA,6.0,0
Hercules,2014,100000000,72660029,USA,6.0,21000
Jimmy Neutron: Boy Genius,2001,30000000,80920948,USA,6.0,425
Kabhi Alvida Naa Kehna,2006,700000000,3275443,India,6.0,659
S.W.A.T.,2003,80000000,116643346,USA,6.0,0
The Tourist,2010,100000000,67631157,USA,6.0,25000
Duets,2000,15000000,4734235,USA,6.0,573
Hercules,2014,100000000,72660029,USA,6.0,21000
Domino,2005,50000000,10137232,France,6.0,0
Godzilla 2000,1999,1000000000,10037390,Japan,6.0,339
Soldier,1998,75000000,14567883,UK,6.0,0
The Gambler,2014,25000000,33631221,USA,6.0,0
Men with Brooms,2002,7500000,4239767,Canada,6.0,0
Get Hard,2015,40000000,90353764,USA,6.0,14000
Sphere,1998,75000000,36976367,USA,6.0,0
The Boy,2016,10000000,35794166,USA,6.0,20000
Baby Mama,2008,30000000,60269340,USA,6.0,0
Kama Sutra: A Tale of Love,1996,3000000,4109095,USA,6.0,0
House of 1000 Corpses,2003,7000000,12583510,USA,6.0,0
Leatherheads,2008,58000000,31199215,USA,6.0,472
The Hotel New Hampshire,1984,7500000,5100000,UK,6.0,345
Beer League,2006,2800000,475000,USA,6.0,323
City of Ghosts,2002,17500000,325491,USA,6.0,204
Shark Tale,2004,75000000,160762022,USA,6.0,0
The Tourist,2010,100000000,67631157,USA,6.0,25000
Dream House,2011,55000000,21283440,USA,6.0,0
The Fast and the Furious: Tokyo Drift,2006,85000000,62494975,USA,6.0,0
How the Grinch Stole Christmas,2000,123000000,260031035,USA,6.0,0
Grown Ups,2010,80000000,162001186,USA,6.0,12000
What's Your Number?,2011,20000000,13987482,USA,6.0,0
The Hunted,2003,55000000,34238611,USA,6.0,0
The Mortal Instruments: City of Bones,2013,60000000,31165421,USA,6.0,44000
1911,2011,18000000,127437,China,6.0,0
The Newton Boys,1998,27000000,10297897,USA,6.0,315
World Trade Center,2006,63000000,70236496,USA,6.0,0
Sahara,2005,130000000,68642452,UK,6.0,0
Dead Man on Campus,1998,14000000,15062898,USA,6.0,645
Original Sin,2001,42000000,16252765,France,6.0,3000
Kites,2010,600000000,1602466,India,6.0,0
Divine Secrets of the Ya-Ya Sisterhood,2002,27000000,69586544,USA,6.0,0
Neighbors 2: Sorority Rising,2016,35000000,55291815,USA,6.0,0
The Gambler,2014,25000000,33631221,USA,6.0,0
Transformers: Revenge of the Fallen,2009,200000000,402076689,USA,6.0,0
The Alamo,2004,107000000,22406362,USA,6.0,701
Broken Arrow,1996,50000000,70450000,USA,6.0,0
Harley Davidson and the Marlboro Man,1991,23000000,7434726,USA,6.0,0
The Shadow,1994,25000000,32055248,USA,6.0,0
The Specials,2000,1000000,12996,USA,6.0,210
Mr. Popper's Penguins,2011,55000000,68218041,USA,6.0,14000
Showdown in Little Tokyo,1991,8000000,2275557,USA,6.0,0
Quarantine,2008,12000000,31691811,USA,6.0,0
Disclosure,1994,55000000,83000000,USA,6.0,0
The Alamo,2004,107000000,22406362,USA,6.0,701
The Rite,2011,37000000,33037754,USA,6.0,23000
The Postman,1997,80000000,17593391,USA,6.0,0
Les couloirs du temps: Les visiteurs II,1998,140000000,146072,France,6.0,136
Casper,1995,50000000,100328194,USA,6.0,0
Victor Frankenstein,2015,40000000,5773519,USA,6.0,11000
Nim's Island,2008,37000000,48006503,USA,6.0,0
Raising Helen,2004,50000000,37486138,USA,6.0,718
Into the Woods,2014,50000000,127997349,USA,6.0,90000
Nomad: The Warrior,2005,25000000,77231,France,6.0,265
Light It Up,1999,13000000,5871603,USA,6.0,251
Victor Frankenstein,2015,40000000,5773519,USA,6.0,11000
Home Run,2013,1200000,2859955,USA,6.0,0
Blue Like Jazz,2012,1200000,594904,USA,6.0,0
Twins,1988,15000000,111936400,USA,6.0,0
The Last Witch Hunter,2015,90000000,27356090,USA,6.0,21000
Bedazzled,2000,48000000,37879996,USA,6.0,0
Dirty Grandpa,2016,11500000,35537564,USA,6.0,11000
Never Again,2001,500000,295468,USA,6.0,139
Desert Dancer,2014,4000000,143653,UK,6.0,0
American Outlaws,2001,35000000,13264986,USA,6.0,433
The Object of My Affection,1998,15000000,29106737,USA,6.0,849
"For a Good Time, Call...",2012,850000,1243961,USA,6.0,0
Punisher: War Zone,2008,35000000,7948159,USA,6.0,0
Creepshow 2,1987,3500000,14000000,USA,6.0,1000
Windtalkers,2002,115000000,40911830,USA,6.0,0
Kindergarten Cop,1990,26000000,91457688,USA,6.0,0
The Other Woman,2014,40000000,83906114,USA,6.0,16000
Ca$h,2010,7000000,46451,USA,6.0,694
Multiplicity,1996,45000000,20101861,USA,6.0,0
Saw VI,2009,11000000,27669413,Canada,6.0,0
Raising Cain,1992,12000000,21370057,USA,6.0,541
Medicine Man,1992,40000000,45500797,USA,6.0,694
The R.M.,2003,500000,1111615,USA,6.0,44
Firestarter,1984,15000000,15100000,USA,6.0,0
The Amityville Horror,2005,19000000,64255243,USA,6.0,0
Taken 3,2014,48000000,89253340,France,6.0,38000
Mystery Men,1999,65000000,29655590,USA,6.0,0
The Cable Guy,1996,47000000,60154431,USA,6.0,0
Critical Care,1997,12000000,141853,Australia,6.0,88
Arthur and the Invisibles,2006,86000000,15131330,France,6.0,941
Red Tails,2012,58000000,49875589,USA,5.9,0
The Peacemaker,1997,50000000,41256277,USA,5.9,0
Resident Evil: Afterlife,2010,60000000,60128566,Germany,5.9,19000
Captain Corelli's Mandolin,2001,57000000,25528495,UK,5.9,0
200 Cigarettes,1999,6000000,6851636,USA,5.9,0
Lucky You,2007,55000000,5755286,USA,5.9,672
The Story of Us,1999,50000000,27067160,USA,5.9,0
Kingdom of the Spiders,1977,500000,17000000,USA,5.9,0
Friends with Money,2006,6500000,13367101,USA,5.9,515
The Good Guy,2009,8000000,100503,USA,5.9,1000
Bridget Jones: The Edge of Reason,2004,40000000,40203020,UK,5.9,0
The Ant Bully,2006,50000000,28133159,USA,5.9,593
Hey Arnold! The Movie,2002,3000000,13684949,USA,5.9,227
Shaft,2000,46000000,70327868,Germany,5.9,0
