title,budget,runtime,revenue,vote_average,vote_count,year,country
Casa De Mi Padre,0,84.0,0,5.5,103,2012,US
Fame,0,107.0,0,5.5,135,2009,US
Jack the Giant Slayer,195000000,114.0,197687603,5.5,2598,2013,US
A Nightmare on Elm Street 5: The Dream Child,8000000,89.0,22168359,5.5,245,1989,US
Beverly Hills Cop III,50000000,104.0,119208989,5.5,434,1994,US
Species,35000000,108.0,113374103,5.5,453,1995,US
You Don't Mess with the Zohan,90000000,113.0,201596308,5.5,1048,2008,US
Runner Runner,30000000,91.0,62616646,5.5,543,2013,US
My Big Fat Greek Wedding 2,18000000,94.0,88923251,5.5,322,2016,CA
Battleship,209000000,131.0,303025485,5.5,2114,2012,US
Guess Who,35000000,105.0,68915888,5.5,225,2005,US
The Boss,29000000,91.0,78636257,5.5,431,2016,US
Mirror Mirror,85000000,106.0,183018522,5.5,1114,2012,US
The Legend of Tarzan,180000000,109.0,356743061,5.5,2430,2016,CA
Collateral Damage,85000000,108.0,78382433,5.5,427,2002,US
House of Wax,40000000,113.0,68766121,5.5,677,2005,US
Deuce Bigalow: Male Gigolo,17000000,88.0,65535067,5.5,308,1999,US
Undercover Brother,25000000,86.0,41604473,5.5,112,2002,US
The Scarlet Letter,50000000,135.0,10382407,5.5,108,1995,US
Moms' Night Out,5000000,98.0,10429707,5.5,121,2014,US
New York Minute,0,91.0,0,5.5,185,2004,US
Tank Girl,25000000,98.0,4064495,5.5,138,1995,US
Multiplicity,45000000,117.0,0,5.5,154,1996,US
America's Sweethearts,0,102.0,0,5.5,252,2001,US
On the Road,25000000,137.0,8784318,5.5,301,2012,BR
The Eye,12000000,98.0,56309766,5.5,281,2008,US
Quarantine,12000000,89.0,40855419,5.5,339,2008,US
Win a Date with Tad Hamilton!,17000000,95.0,16980098,5.5,160,2004,US
Point Break,105000000,114.0,133718711,5.5,783,2015,DE
Hop,63000000,95.0,183953723,5.5,331,2011,GB
End of Days,100000000,121.0,211989043,5.5,482,1999,US
Cirque du Freak: The Vampire's Assistant,40000000,109.0,28169671,5.5,348,2009,US
That's My Boy,70000000,116.0,58058367,5.5,453,2012,US
54,13000000,106.0,16757163,5.5,135,1998,US
The Last Five Years,0,94.0,0,5.5,143,2014,US
Straw Dogs,25000000,110.0,10324441,5.5,144,2011,US
The Ant Bully,50000000,88.0,55181129,5.5,366,2006,US
Drillbit Taylor,40000000,102.0,0,5.5,275,2008,US
AVP: Alien vs. Predator,70000000,101.0,171183863,5.5,1217,2004,CA
The Santa Clause 2,65000000,104.0,172855065,5.5,297,2002,US
Abraham Lincoln: Vampire Hunter,69000000,94.0,112265139,5.5,1269,2012,US
Dinner for Schmucks,69000000,114.0,86387857,5.5,531,2010,US
The Smurfs 2,105000000,105.0,347434178,5.5,695,2013,US
Battle: Los Angeles,70000000,116.0,202466756,5.5,1448,2011,US
Bride of Chucky,25000000,89.0,50671850,5.5,350,1998,CA
Hard Rain,70000000,97.0,19870567,5.5,179,1998,DK
The Perfect Man,0,100.0,0,5.5,203,2005,US
Good Luck Chuck,25000000,101.0,59192128,5.5,444,2007,CA
Jeepers Creepers 2,17000000,104.0,63102666,5.5,299,2003,US
The Specialist,45000000,110.0,170362582,5.5,313,1994,PE
The Smurfs,110000000,103.0,563749323,5.5,1179,2011,US
The Green Hornet,120000000,119.0,227817248,5.5,1251,2011,US
Jingle All the Way,60000000,89.0,129832389,5.5,575,1996,US
Failure to Launch,50000000,97.0,88715192,5.5,399,2006,US
The Nut Job,0,85.0,0,5.5,319,2014,CA
Firefox,18000000,136.0,70687344,5.5,139,1982,US
The Wedding Planner,35000000,103.0,94728529,5.5,427,2001,US
Poseidon,160000000,99.0,181674817,5.5,583,2006,US
The X Files: I Want to Believe,30000000,104.0,68369434,5.5,523,2008,CA
Unfriended,1000000,82.0,62882090,5.5,1047,2015,US
Not Another Teen Movie,16000000,89.0,66468332,5.5,431,2001,US
Timecop,27000000,99.0,101646581,5.5,282,1994,JP
Nowhere to Run,0,94.0,0,5.5,119,1993,US
Disturbing Behavior,15000000,84.0,17507368,5.5,104,1998,AU
Wrath of the Titans,150000000,99.0,301000000,5.5,1431,2012,ES
The Wolfman,150000000,102.0,0,5.5,549,2010,US
Sabotage,35000000,110.0,17508518,5.5,555,2014,US
The Spy Next Door,28000000,94.0,45236543,5.5,345,2010,US
Mars Needs Moms,150000000,88.0,38992758,5.5,199,2011,US
Pride and Prejudice and Zombies,28000000,108.0,16374328,5.5,640,2016,US
The To Do List,1500000,104.0,3566225,5.5,342,2013,US
Fun Size,14000000,87.0,11417362,5.5,134,2012,US
The Gunman,40000000,115.0,13644292,5.5,392,2015,FR
Battle for the Planet of the Apes,1700000,93.0,8844595,5.5,215,1973,US
Lake Placid,27000000,82.0,56870414,5.5,247,1999,US
Crocodile Dundee II,0,110.0,239606210,5.5,303,1988,AU
Thinner,0,92.0,0,5.5,124,1996,US
The Bounty Hunter,40000000,110.0,136000000,5.5,858,2010,US
Hit & Run,2000000,100.0,14400000,5.5,224,2012,US
Beowulf,70000000,115.0,195735876,5.5,841,2007,US
Little Fockers,100000000,98.0,310650585,5.4,1060,2010,US
Fantastic 4: Rise of the Silver Surfer,130000000,92.0,289047763,5.4,2589,2007,DE
Reindeer Games,42000000,124.0,32168970,5.4,173,2000,US
Queen of the Damned,35000000,101.0,45479110,5.4,239,2002,AU
Superman Returns,270000000,154.0,391081192,5.4,1400,2006,US
The Astronaut's Wife,75000000,109.0,19598588,5.4,254,1999,US
A Haunted House 2,0,87.0,0,5.4,346,2014,US
After.Life,4500000,104.0,3606395,5.4,251,2010,US
The Reaping,40000000,99.0,62771059,5.4,205,2007,US
Playing for Keeps,35000000,106.0,0,5.4,240,2012,US
The Final Destination,40000000,82.0,186167139,5.4,831,2009,US
Sex and the City 2,100000000,146.0,288347692,5.4,426,2010,US
Hot Pursuit,35000000,87.0,51680201,5.4,647,2015,US
G.I. Joe: Retaliation,130000000,110.0,371876278,5.4,3025,2013,US
The Shadow,25000000,108.0,48063435,5.4,138,1994,US
The Stepford Wives,90000000,93.0,102000000,5.4,334,2004,US
Diary of the Dead,2000000,95.0,5364858,5.4,190,2007,US
Ri¢hie Ri¢h,40000000,95.0,0,5.4,415,1994,US
The Guilt Trip,40000000,95.0,41863726,5.4,284,2012,US
Virtuosity,30000000,106.0,24048000,5.4,163,1995,US
R.I.P.D.,130000000,96.0,61648500,5.4,1260,2013,US
Stuart Little 2,120000000,78.0,169956806,5.4,613,2002,US
The Innkeepers,750000,102.0,78396,5.4,219,2011,US
A Haunted House,2500000,86.0,60141683,5.4,516,2013,US
Open Water,130000,79.0,54667954,5.4,315,2004,US
The Ring Two,50000000,110.0,161451538,5.4,632,2005,US
Be Cool,53000000,118.0,95226116,5.4,292,2005,US
Mortal Kombat,18000000,101.0,122195920,5.4,442,1995,US
Wild Card,30000000,92.0,0,5.4,656,2015,US
The Reef,0,94.0,0,5.4,130,2010,AU
Alvin and the Chipmunks: Chipwrecked,75000000,87.0,342695435,5.4,484,2011,US
Don't Be Afraid of the Dark,25000000,99.0,36993168,5.4,341,2010,US
Sorority Row,12500000,101.0,27206120,5.4,177,2009,US
Babylon A.D.,70000000,101.0,72108608,5.4,676,2008,FR
Scary Movie 2,45000000,83.0,141220678,5.4,982,2001,CA
Semi-Pro,0,91.0,33472850,5.4,251,2008,US
Eight Legged Freaks,0,99.0,0,5.4,295,2002,AU
My Best Friend's Girl,20000000,101.0,36620508,5.4,220,2008,US
The Box,30000000,115.0,33333531,5.4,597,2009,US
Sinister 2,10000000,97.0,52882018,5.4,581,2015,US
"You, Me and Dupree",54000000,108.0,130431368,5.4,407,2006,US
Scooby-Doo 2: Monsters Unleashed,0,93.0,181466833,5.4,500,2004,US
Doctor Dolittle,71000000,85.0,294456605,5.4,686,1998,US
Jane Got a Gun,25000000,98.0,1397284,5.4,285,2016,US
Domestic Disturbance,75000000,89.0,54249294,5.4,113,2001,US
Money Train,60000000,103.0,35431113,5.4,222,1995,US
Priest,60000000,87.0,78309131,5.4,692,2011,US
The Sitter,25000000,81.0,34942188,5.4,325,2011,US
The Stepfather,0,101.0,0,5.4,167,2009,US
Love the Coopers,17000000,107.0,24000000,5.4,167,2015,US
Hudson Hawk,65000000,100.0,17218080,5.4,269,1991,US
Hall Pass,36000000,105.0,83160734,5.4,611,2011,US
Timeline,80000000,116.0,19480739,5.4,318,2003,US
Fool's Gold,70000000,112.0,111231041,5.4,444,2008,US
Red Planet,80000000,106.0,33463969,5.4,267,2000,AU
Boys and Girls,16000000,94.0,20627372,5.4,103,2000,US
George of the Jungle,55000000,92.0,0,5.4,496,1997,US
Dumb and Dumber To,40000000,110.0,169837010,5.4,1127,2014,US
Bad Company,70000000,116.0,65977295,5.4,228,2002,US
Boomerang,40000000,117.0,70100000,5.4,134,1992,US
Beauty Shop,25000000,105.0,36351350,5.4,115,2005,US
Saving Silverman,22000000,90.0,19351569,5.4,154,2001,US
When a Stranger Calls,15000000,87.0,66966987,5.4,268,2006,US
The Glass House,30000000,106.0,23619609,5.4,201,2001,US
By the Sea,10000000,122.0,3727746,5.4,156,2015,FR
Bringing Down the House,20000000,105.0,132675402,5.4,183,2003,US
The Nutty Professor,54000000,95.0,128769345,5.4,702,1996,US
Bandslam,20000000,111.0,5210988,5.4,126,2009,US
The Lawnmower Man,10000000,108.0,32101000,5.4,197,1992,GB
Admission,13000000,107.0,18000000,5.4,304,2013,US
Survivor,20000000,96.0,0,5.4,404,2015,GB
Mortdecai,60000000,106.0,30418560,5.4,1055,2015,US
Man of the House,40000000,100.0,0,5.4,120,2005,US
The Man,0,83.0,12382362,5.4,133,2005,US
Æon Flux,62000000,93.0,52304001,5.4,703,2005,US
Bad Teacher,20000000,92.0,216197492,5.4,1584,2011,US
Brüno,42000000,83.0,0,5.4,518,2009,US
Thir13en Ghosts,0,91.0,0,5.4,440,2001,CA
The Core,60000000,136.0,74208267,5.4,516,2003,US
Scooby-Doo,84000000,88.0,275650703,5.4,820,2002,US
Big Momma's House 2,40000000,99.0,138259062,5.4,371,2006,US
Alvin and the Chipmunks: The Squeakquel,75000000,88.0,443140005,5.4,666,2009,US
They Came Together,0,84.0,0,5.3,171,2014,US
Bachelorette,3000000,87.0,11947954,5.3,444,2012,US
Land of the Lost,100000000,102.0,68688831,5.3,381,2009,US
Without a Paddle,19000000,95.0,69631118,5.3,214,2004,US
Spy Kids 2: The Island of Lost Dreams,38000000,100.0,119723358,5.3,521,2002,US
Shutter,0,85.0,0,5.3,180,2008,US
The Sweetest Thing,43000000,84.0,68696770,5.3,280,2002,US
Evan Almighty,175000000,96.0,173000000,5.3,1151,2007,US
The Watch,68000000,98.0,68267862,5.3,881,2012,US
Mickey Blue Eyes,0,102.0,0,5.3,140,1999,GB
Employee of the Month,12000000,103.0,38368909,5.3,153,2006,US
My Stepmother is an Alien,20000000,108.0,13854000,5.3,131,1988,US
Sleepover,0,89.0,0,5.3,101,2004,US
Over Her Dead Body,10000000,95.0,0,5.3,145,2008,US
Jennifer's Body,16000000,100.0,31556061,5.3,837,2009,US
Lady in the Water,75000000,110.0,42285169,5.3,409,2006,US
Air Bud,3000000,98.0,23144499,5.3,106,1997,CA
Double Impact,15000000,110.0,30102717,5.3,215,1991,US
Ghost Ship,35000000,91.0,68349884,5.3,531,2002,AU
The Roommate,16000000,91.0,40492759,5.3,224,2011,US
Lesbian Vampire Killers,0,86.0,0,5.3,124,2009,GB
Aliens in the Attic,45000000,86.0,57881056,5.3,244,2009,CA
Dark Water,30000000,105.0,25473093,5.3,274,2005,US
Misconduct,11000000,106.0,0,5.3,149,2016,US
Texas Chainsaw 3D,20000000,92.0,47241945,5.3,465,2013,US
Superman III,39000000,125.0,75850624,5.3,490,1983,GB
Sex Tape,40000000,97.0,126069509,5.3,1695,2014,US
Alpha and Omega,20000000,88.0,39300000,5.3,124,2010,US
Chain Reaction,50000000,107.0,60209334,5.3,284,1996,US
Little Man,64000000,98.0,101595121,5.3,261,2006,US
Piranha 3D,24000000,88.0,83188165,5.3,581,2010,US
Flubber,80000000,93.0,177977226,5.3,695,1997,US
Barnyard,51000000,90.0,72779000,5.3,225,2006,DE
Ghostbusters,144000000,116.0,229147509,5.3,2142,2016,US
Scary Movie 4,45000000,83.0,178262620,5.3,750,2006,US
Four Christmases,80000000,88.0,163733697,5.3,331,2008,US
Snow Dogs,33000000,99.0,0,5.3,185,2002,CA
Wanderlust,35000000,98.0,24159934,5.3,394,2012,US
Ben-Hur,100000000,125.0,94061311,5.3,621,2016,US
Just Married,18000000,95.0,101564935,5.3,404,2003,DE
An American Haunting,0,83.0,0,5.3,142,2005,GB
Cop Out,30000000,107.0,55583804,5.3,511,2010,US
Machete Kills,12000000,107.0,15008161,5.3,631,2013,US
The Tuxedo,0,98.0,0,5.3,483,2002,US
Couples Retreat,70000000,113.0,171844840,5.3,588,2009,US
Regression,0,106.0,17671101,5.3,585,2015,CA
Gods of Egypt,140000000,127.0,150680864,5.3,1277,2016,AU
Hulk,137000000,138.0,245360480,5.3,1533,2003,US
Drive Angry,50000000,105.0,28931401,5.3,600,2011,US
Exit Wounds,50000000,101.0,79958599,5.3,110,2001,CA
The Scorpion King,60000000,92.0,165333180,5.3,779,2002,US
Bait,30000000,93.0,0,5.3,191,2012,SG
My Bloody Valentine,15000000,101.0,100734718,5.3,299,2009,US
One for the Money,40000000,91.0,36893721,5.3,388,2012,US
"Big Mommas: Like Father, Like Son",32000000,107.0,83615414,5.3,313,2011,US
Zookeeper,80000000,102.0,169852759,5.3,498,2011,US
The Incredible Burt Wonderstone,30000000,100.0,27437881,5.3,724,2013,US
The Medallion,41000000,88.0,0,5.3,281,2003,HK
Friday the 13th Part VII: The New Blood,2800000,88.0,19170001,5.3,192,1988,US
Why I Did (Not) Eat My Father,0,100.0,0,5.3,125,2015,FR
Dreamcatcher,68000000,136.0,75715436,5.3,567,2003,US
D-Tox,55000000,96.0,6416302,5.3,123,2002,US
Miss Congeniality 2: Armed and Fabulous,0,115.0,0,5.3,425,2005,US
Whiteout,40000000,101.0,12206028,5.3,220,2009,CA
Stay Alive,9000000,100.0,27105095,5.3,155,2006,US
My Soul to Take,25000000,107.0,19829957,5.2,147,2010,US
"Dude, Where’s My Car?",13000000,83.0,73180723,5.2,509,2000,US
The Hills Have Eyes 2,15000000,89.0,0,5.2,351,2007,US
Are We There Yet?,32000000,95.0,97918663,5.2,221,2005,US
Stone,22000000,105.0,9479718,5.2,192,2010,US
The Transporter Refueled,25000000,96.0,72629670,5.2,559,2015,BE
Maximum Risk,25000000,100.0,51702483,5.2,101,1996,US
The Man with the Iron Fists,15000000,96.0,15608545,5.2,358,2012,HK
Charlie's Angels: Full Throttle,120000000,106.0,259175788,5.2,914,2003,US
Silent House,2000000,85.0,13101672,5.2,125,2011,FR
Your Highness,49900000,102.0,26121638,5.2,501,2011,US
Ghost Rider,110000000,114.0,228738393,5.2,1712,2007,US
The Last Days on Mars,0,98.0,0,5.2,302,2013,IE
Valiant,35000000,76.0,19478106,5.2,235,2005,GB
I Spy,70000000,97.0,33561137,5.2,269,2002,US
Teeth,0,94.0,0,5.2,210,2007,US
Babe: Pig in the City,90000000,92.0,69131860,5.2,305,1998,AU
40 Days and 40 Nights,17000000,94.0,0,5.2,297,2002,US
Christmas with the Kranks,60000000,99.0,0,5.2,193,2004,US
The Haunted Mansion,90000000,99.0,182290266,5.2,466,2003,US
Yogi Bear,80000000,80.0,201584141,5.2,220,2010,US
Max Payne,35000000,100.0,85416905,5.2,613,2008,US
What Just Happened,25000000,104.0,6673422,5.2,127,2008,US
Halloween 5: The Revenge of Michael Myers,5000000,96.0,11642254,5.2,183,1989,US
The Benchwarmers,0,80.0,0,5.2,242,2006,US
License to Wed,35000000,91.0,69307224,5.2,253,2007,AU
Old Dogs,35000000,88.0,92219310,5.2,210,2009,US
Maggie,4000000,95.0,187112,5.2,593,2015,CH
Bullet to the Head,55000000,92.0,9489829,5.2,481,2013,CH
The Haunting,80000000,113.0,91188905,5.2,369,1999,US
Pompeii,130000000,105.0,117831631,5.2,1267,2014,CA
The Covenant,20000000,97.0,37597471,5.2,288,2006,US
Fifty Shades of Grey,40000000,125.0,571006128,5.2,3254,2015,US
The Day the Earth Stood Still,80000000,104.0,233093859,5.2,1043,2008,CA
Seventh Son,95000000,102.0,114178613,5.2,957,2014,CN
Walking With Dinosaurs,80000000,87.0,126546518,5.2,133,2013,AU
Little Nicky,85000000,90.0,0,5.2,438,2000,US
Legion,26000000,100.0,67918658,5.2,629,2010,US
Paul Blart: Mall Cop,26000000,91.0,183293131,5.2,788,2009,US
Aloha,37000000,105.0,26250020,5.2,692,2015,US
Southland Tales,17000000,144.0,374743,5.2,153,2006,DE
Paranormal Activity: The Marked Ones,5000000,84.0,86362372,5.2,449,2014,US
The Dilemma,70000000,111.0,67112664,5.2,304,2011,US
The Grudge 2,20000000,102.0,39143839,5.2,283,2006,US
Little Black Book,35000000,111.0,22034832,5.2,112,2004,US
The Mummy: Tomb of the Dragon Emperor,145000000,112.0,401128639,5.2,1387,2008,DE
Volcano,90000000,104.0,0,5.2,376,1997,US
Paranormal Activity 4,5000000,95.0,142817992,5.2,563,2012,US
A Good Day to Die Hard,92000000,98.0,304654182,5.2,3493,2013,US
Jupiter Ascending,176000003,124.0,183987723,5.2,2768,2015,US
Batman Forever,100000000,121.0,336529144,5.2,1498,1995,GB
Agent Cody Banks 2: Destination London,26000000,100.0,28818995,5.2,144,2004,US
Garfield,50000000,80.0,200804534,5.2,820,2004,US
Stolen,35000000,96.0,2106557,5.1,344,2012,US
I Still Know What You Did Last Summer,65000000,100.0,40002112,5.1,374,1998,US
Howard the Duck,37000000,110.0,37962774,5.1,221,1986,US
Freddy's Dead: The Final Nightmare,11000000,89.0,34872033,5.1,272,1991,US
Friends with Money,6500000,88.0,13368437,5.1,128,2006,US
The Dukes of Hazzard,50000000,104.0,110803676,5.1,316,2005,US
Friday the 13th: A New Beginning,2200000,92.0,21930418,5.1,196,1985,US
Bubble Boy,0,84.0,0,5.1,163,2001,US
102 Dalmatians,85000000,100.0,183611771,5.1,313,2000,US
Deck the Halls,0,93.0,47231070,5.1,109,2006,US
Herbie Fully Loaded,50000000,101.0,66002004,5.1,542,2005,US
Snakes on a Plane,33000000,105.0,62022014,5.1,497,2006,US
The Cave,30000000,97.0,15007991,5.1,202,2005,DE
Stormbreaker,40000000,93.0,23937870,5.1,213,2006,DE
Bulletproof Monk,52000000,104.0,0,5.1,278,2003,US
Alex Cross,45000000,101.0,30353232,5.1,300,2012,US
Club Dread,8500000,104.0,5001655,5.1,107,2004,US
Stuck on You,55000000,118.0,33828318,5.1,188,2003,US
Did You Hear About the Morgans?,58000000,103.0,85280250,5.1,276,2009,US
MacGruber,10000000,90.0,6110000,5.1,179,2010,US
"Legally Blonde 2: Red, White & Blonde",45000000,95.0,124914842,5.1,377,2003,US
Wild Wild West,170000000,106.0,222104681,5.1,1020,1999,US
Blackhat,70000000,133.0,17752940,5.1,826,2015,US
Halloween II,15000000,105.0,39421467,5.1,267,2009,US
Return to the Blue Lagoon,11000000,98.0,2807854,5.1,153,1991,FJ
Black Knight,0,95.0,0,5.1,287,2001,US
Confessions of a Teenage Drama Queen,15000000,89.0,29331068,5.1,221,2004,DE
Tusk,2800000,102.0,1826705,5.1,366,2014,US
Cursed,35000000,97.0,19294901,5.1,167,2005,DE
Teenage Mutant Ninja Turtles III,21000000,96.0,42000000,5.1,184,1993,HK
The Lazarus Effect,3300000,83.0,64110728,5.1,505,2015,US
Racing Stripes,30000000,102.0,93772522,5.1,123,2005,US
Nine,80000000,112.0,53825515,5.1,165,2009,IT
"I Love You, Beth Cooper",18000000,102.0,0,5.1,197,2009,CA
Green Lantern,200000000,114.0,219851172,5.1,2487,2011,US
G-Force,150000000,88.0,292817841,5.1,510,2009,US
The Lords of Salem,1500000,101.0,1165882,5.1,242,2012,CA
Garfield: A Tail of Two Kitties,0,78.0,141702264,5.1,464,2006,GB
Red Sonja,17900000,89.0,6948633,5.0,206,1985,NL
Meet Dave,60000000,90.0,50650079,5.0,371,2008,US
Congo,50000000,109.0,152022101,5.0,213,1995,US
Marmaduke,50000000,87.0,83761844,5.0,149,2010,US
Hot Tub Time Machine 2,14000000,93.0,12314651,5.0,354,2015,US
Pulse,38000000,90.0,29907685,5.0,150,2006,US
The Green Inferno,5000000,100.0,6833445,5.0,349,2014,CA
Unfinished Business,35000000,91.0,14431253,5.0,320,2015,US
Silent Hill: Revelation 3D,20000000,94.0,52302796,5.0,432,2012,FR
Tammy,20000000,97.0,100525432,5.0,500,2014,US
Loser,0,98.0,0,5.0,120,2000,US
The Marine,20000000,92.0,22165608,5.0,163,2006,US
Paul Blart: Mall Cop 2,38000000,94.0,107597242,5.0,567,2015,US
I Don't Know How She Does It,24000000,89.0,30551495,5.0,141,2011,US
Doom,60000000,105.0,55987321,5.0,609,2005,CZ
DOA: Dead or Alive,21000000,87.0,480314,5.0,205,2006,DE
Asterix at the Olympic Games,97250400,116.0,132900000,5.0,471,2008,BE
The Last Legion,67000000,102.0,25303038,5.0,207,2007,GB
Halloween III: Season of the Witch,2500000,98.0,14400000,5.0,229,1982,US
Apollo 18,5000000,86.0,25562924,5.0,356,2011,CA
The Counselor,25000000,117.0,71009334,5.0,712,2013,GB
"I, Frankenstein",65000000,92.0,71154592,5.0,687,2014,US
Halloween: The Curse of Michael Myers,5000000,88.0,15116634,5.0,170,1995,US
Cats & Dogs,60000000,87.0,93375151,5.0,352,2001,US
Valentine,0,96.0,0,5.0,114,2001,US
Spring Breakers,5000000,94.0,31724284,5.0,1551,2013,FR
Agent Cody Banks,28000000,102.0,58795814,5.0,284,2003,CA
After Earth,130000000,100.0,243843127,5.0,2532,2013,US
The Flintstones,46000000,91.0,341631208,5.0,543,1994,US
Spawn,40000000,96.0,87840042,5.0,336,1997,US
Bangkok Dangerous,45000000,99.0,42487390,5.0,332,2008,US
Lost in Space,80000000,130.0,136159423,5.0,388,1998,US
Hollywood Homicide,75000000,116.0,51142659,5.0,166,2003,US
The Cat in the Hat,0,82.0,0,4.9,366,2003,US
The Gallows,100000,87.0,42664410,4.9,361,2015,US
How Do You Know,120000000,121.0,48668907,4.9,223,2010,US
Showgirls,45000000,128.0,20350754,4.9,256,1995,FR
Getaway,18000000,90.0,10501938,4.9,246,2013,BG
Spy Hard,18000000,81.0,0,4.9,147,1996,US
Aliens vs Predator: Requiem,40000000,94.0,41797066,4.9,740,2007,US
Beverly Hills Chihuahua,20000000,91.0,149281606,4.9,209,2008,US
Demonic,3000000,83.0,3387000,4.9,148,2015,GB
Superhero Movie,35000000,85.0,25871834,4.9,379,2008,US
Darkness Falls,0,86.0,0,4.9,161,2003,AU
Nurse 3-D,10,99.0,10000000,4.9,119,2013,US
Anacondas: The Hunt for the Blood Orchid,20000000,97.0,70992898,4.9,199,2004,US
Gulliver's Travels,112000000,85.0,237382724,4.9,621,2010,US
Chernobyl Diaries,0,88.0,18112929,4.9,483,2012,US
Holy Man,60000000,114.0,0,4.9,111,1998,US
Dr. Dolittle 2,70000000,87.0,176104344,4.9,410,2001,US
Cats & Dogs 2 : The Revenge of Kitty Galore,85000000,82.0,112483764,4.9,119,2010,US
Shark Night,28000000,91.0,10126458,4.9,132,2011,US
The Ridiculous 6,60000000,119.0,0,4.9,388,2015,US
Eragon,100000000,104.0,249288105,4.9,967,2006,GB
Seed of Chucky,12000000,87.0,24829644,4.9,287,2004,RO
Independence Day: Resurgence,165000000,120.0,389681935,4.9,2491,2016,US
Supernova,90000000,91.0,14828081,4.9,109,2000,CH
The Three Stooges,30000000,92.0,54819301,4.9,140,2012,US
Stealth,135000000,121.0,76932943,4.9,331,2005,US
The Watcher,33000000,96.0,0,4.9,110,2000,US
The Happening,60000000,91.0,163403799,4.9,950,2008,US
Ouija,5000000,89.0,103590271,4.9,983,2014,JP
Zoom,35000000,83.0,12506188,4.9,135,2006,US
The Cold Light of Day,20000000,93.0,16863583,4.8,271,2012,US
The Unborn,16000000,87.0,76514050,4.8,365,2009,US
Elektra,43000000,97.0,56681566,4.8,575,2005,CA
Friday the 13th Part VIII: Jason Takes Manhattan,5000000,100.0,14000000,4.8,191,1989,US
Envy,40000000,99.0,0,4.8,139,2004,US
Prom Night,0,88.0,14796236,4.8,167,2008,US
Ultraviolet,30000000,87.0,31070211,4.8,458,2006,US
Black Christmas,9000000,84.0,21510851,4.8,119,2006,CA
Hoodwinked Too! Hood VS. Evil,30000000,86.0,13521829,4.8,131,2011,US
The Darkest Hour,30000000,89.0,64626786,4.8,469,2011,US
The Forest,10000000,95.0,40055439,4.8,448,2016,US
My Super Ex-Girlfriend,0,95.0,60896147,4.8,442,2006,US
Just Visiting,0,88.0,0,4.8,171,2001,FR
Justin Bieber: Never Say Never,13000000,105.0,98441954,4.8,154,2011,US
Ghosts of Mars,28000000,98.0,14010832,4.8,296,2001,US
A Sound of Thunder,80000000,110.0,5989640,4.8,111,2005,CZ
Get Carter,63600000,102.0,19412993,4.8,145,2000,US
Soul Plane,16000000,86.0,14822346,4.7,108,2004,US
xXx: State of the Union,60000000,101.0,71073932,4.7,549,2005,US
Spy Kids 3-D: Game Over,38000000,84.0,197011982,4.7,511,2003,US
Yoga Hosers,5000000,88.0,0,4.7,102,2016,US
The Phantom,45000000,100.0,17300889,4.7,136,1996,AU
Skyline,10000000,100.0,66821036,4.7,507,2010,US
Zoolander 2,50000000,100.0,55969000,4.7,797,2016,US
One Missed Call,20000000,87.0,0,4.7,171,2008,DE
Exorcist: The Beginning,80000000,114.0,78000586,4.7,183,2004,US
Deuce Bigalow: European Gigolo,22000000,83.0,22400154,4.7,225,2005,US
Ghost Rider: Spirit of Vengeance,57000000,95.0,149217355,4.7,1135,2011,AE
Nutty Professor II: The Klumps,84000000,106.0,123307945,4.7,332,2000,US
Torque,40000000,84.0,46546197,4.7,119,2004,AU
Boat Trip,20000000,94.0,8586376,4.7,146,2002,DE
Spice World,25000000,93.0,100000000,4.7,123,1997,GB
Crocodile Dundee in Los Angeles,21150000,92.0,39438674,4.7,146,2001,AU
Godsend,25000000,102.0,30114487,4.7,114,2004,CA
Anaconda,45000000,89.0,136885767,4.7,610,1997,BR
All About Steve,15000000,99.0,40105542,4.7,295,2009,US
The Spirit,60000000,103.0,39031337,4.7,320,2008,US
The Last Airbender,150000000,103.0,318502923,4.7,1151,2010,US
Crossroads,12000000,93.0,61141030,4.7,158,2002,US
The Vatican Tapes,13000000,91.0,1784763,4.6,243,2015,US
Basic Instinct 2,70000000,114.0,38629478,4.6,180,2006,DE
Year One,60000000,97.0,62357900,4.6,524,2009,US
Happily N'Ever After,47000000,75.0,38085778,4.6,104,2006,DE
The Prince,18000000,93.0,266586800,4.6,218,2014,US
The Animal,22000000,84.0,84772742,4.6,304,2001,US
Furry Vengeance,35000000,92.0,39340177,4.6,149,2010,AE
Dracula 2000,28000000,99.0,33000337,4.6,148,2000,US
Freddy Got Fingered,0,87.0,0,4.6,115,2001,US
The Devil Inside,1000000,83.0,101758490,4.6,262,2012,US
Survival of the Dead,4000000,90.0,0,4.6,116,2010,CA
Boogeyman,20000000,89.0,67192859,4.6,191,2005,US
The Island of Dr. Moreau,40000000,96.0,49627779,4.6,147,1996,US
Scary Movie 5,20000000,86.0,78378744,4.6,793,2013,US
The Shaggy Dog,50000000,98.0,61112916,4.5,137,2006,US
I Am Wrath,18000000,92.0,0,4.5,179,2016,US
The Veil,4000000,93.0,0,4.5,118,2016,US
Dylan Dog: Dead of Night,20000000,107.0,4634062,4.5,139,2011,US
Driven,94000000,116.0,54744738,4.5,179,2001,AU
Poltergeist III,10500000,98.0,14144000,4.5,123,1988,US
Exorcist II: The Heretic,14000000,118.0,30749142,4.5,133,1977,US
